7,2|4,1|
8,1|1,2|
10,1|2,1|
10,2|1,4|
10,3|2,1|
7,3|2,1|
7,5|21,1|
5,5|1,2|
6,6|3,1|
8,5|1,4| :10
7,8|1,6|
3,6|1,12|
3,8|3,1|
5,9|1,15|
5,10|3,1|
3,13|3,1|
4,17|6,1|
4,18|2,1|
2,19|4,1|
2,20|1,12| :20
2,21|2,1|
2,25|6,1|
4,27|2,2|
5,27|1,5|
3,31|7,1|
7,15|1,15|
7,19|5,1|
8,15|8,1|
9,10|1,7|
10,7|1,4| :30
4,23|1,1|
9,20|1,4|
9,25|1,3|
10,27|8,1|
11,12|1,16|
12,9|1,4|
13,9|3,1|
12,11|16,1|
8,29|20,1|
9,29|1,2| :40
11,31|5,1|
13,29|1,3|
13,25|11,1|
17,25|1,7|
19,27|3,1|
21,19|1,11|
23,29|1,2|
19,31|5,1|
11,23|8,1|
23,26|1,2| : 50
14,13|1,4|
14,14|1,1|
13,14|1,3|
14,16|2,1|
15,17|1,3|
13,18|3,1|
14,18|1,4|
13,21|1,1|
16,19|1,3|
16,19|16,1| :60
15,13|3,1|
17,14|1,6|
18,19|1,4|
11,7|13,1|
15,5|1,3|
13,3|15,1|
21,3|1,3|
17,9|9,1|
23,8|1,4|
25,5|1,2| :70
19,13|3,1|
19,14|1,4|
20,17|4,1|
21,15|5,1|
23,13|1,4|
24,13|4,1|
27,12|1,6|
28,17|2,1|
25,16|1,4|
23,19|1,5| :80
25,21|5,1|
26,21|1,3|
29,22|1,8|
24,23|12,1|
25,23|1,4|
24,27|2,1|
27,25|1,7|
28,31|13,1|
31,25|1,7|
31,25|3,1| :90
33,26|1,1|
33,29|1,1|
31,28|3,1|
35,27|1,5|
37,29|4,1|
40,25|1,6|
38,27|1,1|
37,25|1,3|
35,25|1,3|
35,13|1,12| :100
35,21|3,1|
37,19|2,1|
37,17|1,7|
38,15|1,3|
39,15|2,1|
40,12|1,12|
39,21|2,1|
38,23|2,1|
32,21|2,1|
31,1|1,21| :110
19,1|12,1|
27,1|1,4|
29,1|1,5|
25,7|7,1|
27,7|1,3|
28,9|2,1|
29,10|1,7|
29,13|3,1|
31,9|3,1|
33,6|1,15| :120
38,8|1,3|
38,9|1,1|
37,9|1,4|
39,9|1,4|
37,10|3,1|
35,11|3,1|
35,6|1,5|
34,6|6,1|
39,3|1,3|
39,4|2,1| :130
38,1|1,3|
39,1|2,1|
31,4|6,1|
36,2|1,2|
33,1|1,2|
34,2|2,1|
35,1|1,2|
33,15|4,1|
